TimeStep,temp,pressure,vol,pe,ke,enthalpy,pxx,pyy,pzz,pxy,pxz,pyz,visc,time,hold_temp
0,1758.0,5482.6,9997.13,-2446.77,113.393,-2299.17,3666.89,5142.18,7638.72,-4550.14,-443.674,-5723.46,0.00380918,0.0,1700.0
100000,1753.43,-453.163,9997.13,-2454.64,113.097,-2344.37,1152.92,2914.41,-5426.82,-772.657,-4757.55,1365.79,-0.0124022,100.0,1700.0
200000,1641.69,-5018.59,9997.13,-2466.41,105.89,-2391.83,-729.812,-10279.4,-4046.51,1870.73,2222.76,1482.52,0.0012994,200.0,1700.0
300000,1733.64,-1721.99,9997.13,-2459.32,111.821,-2358.24,-4576.37,1470.82,-2060.44,2972.38,2771.94,-313.064,0.00794915,300.0,1700.0
400000,1755.29,-3143.36,9997.13,-2458.81,113.218,-2365.21,-7220.91,1087.09,-3296.26,1651.27,-1695.73,-915.52,0.00727911,400.0,1700.0
500000,1706.95,-577.785,9997.13,-2457.58,110.1,-2351.09,3914.58,1158.76,-6806.69,1196.77,1854.56,2316.47,0.00771072,500.0,1700.0
600000,1708.08,-510.079,9997.13,-2452.43,110.173,-2345.44,-1005.46,-3596.41,3071.63,-368.812,809.207,683.894,0.00568037,600.0,1700.0
700000,1665.97,-2679.6,9997.13,-2464.66,107.457,-2373.92,-3948.73,-1222.86,-2867.22,6282.53,-3893.2,882.469,0.00527864,700.0,1700.0
800000,1642.18,970.679,9997.13,-2454.21,105.922,-2342.23,-3913.21,3208.05,3617.2,-1799.29,117.848,2596.96,0.00447907,800.0,1700.0
900000,1733.33,234.613,9997.13,-2454.39,111.801,-2341.13,-1868.08,2084.66,487.259,-4893.75,2889.58,2031.16,0.00423511,900.0,1700.0
1000000,1702.63,134.03,9997.13,-2456.64,109.821,-2345.98,-1145.15,-1724.38,3271.62,3941.16,2040.2,4060.68,0.00351749,1000.0,1700.0
1100000,1668.59,-2345.03,9997.13,-2456.46,107.625,-2363.46,-4162.41,-4060.77,1188.09,569.696,1185.63,-5354.61,0.00340583,1100.0,1700.0
1200000,1790.31,-4894.54,9997.13,-2462.45,115.477,-2377.51,-7235.86,-1567.83,-5879.95,3022.32,-4499.85,285.697,0.00312551,1200.0,1700.0
1300000,1676.8,-3015.58,9997.13,-2465.49,108.155,-2376.15,-4723.57,-5296.46,973.29,4735.55,4381.53,-524.416,0.00312508,1300.0,1700.0
1400000,1789.84,-924.704,9997.13,-2459.14,115.446,-2349.47,-3059.69,3803.02,-3517.44,-1636.1,2343.11,-774.138,0.00403569,1400.0,1700.0
1500000,1706.48,2309.45,9997.13,-2452.0,110.069,-2327.52,3685.66,4197.12,-954.422,-590.717,30.4409,1927.73,0.00389381,1500.0,1700.0
1600000,1748.45,-661.461,9997.13,-2458.49,112.776,-2349.84,6007.28,-2075.21,-5916.45,-3214.3,-3099.78,-2380.23,0.00365428,1600.0,1700.0
1700000,1616.39,-4757.29,9997.13,-2462.73,104.258,-2388.15,-6877.74,-6875.4,-518.732,3615.31,1952.61,2617.9,0.00369545,1700.0,1700.0
1800000,1654.29,359.554,9997.13,-2456.38,106.703,-2347.43,2732.47,93.666,-1747.47,-2336.61,-2657.89,-2914.47,0.0034591,1800.0,1700.0
1900000,1750.1,545.709,9997.13,-2458.66,112.883,-2342.38,1245.75,2007.78,-1616.4,3072.82,-643.765,3818.47,0.00338775,1900.0,1700.0
2000000,1660.03,-1592.25,9997.13,-2459.3,107.073,-2362.16,-4169.89,-4689.01,4082.15,1275.45,2869.42,-2461.63,0.00331069,2000.0,1700.0
2100000,1653.23,-542.833,9997.13,-2455.95,106.635,-2352.71,5749.48,-5132.77,-2245.2,-3293.27,2183.18,-991.751,0.00329712,2100.0,1700.0
2200000,1710.56,-2289.23,9997.13,-2464.31,110.333,-2368.26,-1093.0,1039.99,-6814.69,-1078.36,735.835,2421.33,0.00330751,2200.0,1700.0
2300000,1783.04,-946.736,9997.13,-2458.64,115.008,-2349.54,-1379.88,-3145.63,1685.3,1933.55,2057.96,532.179,0.00337702,2300.0,1700.0
2400000,1667.09,-1421.65,9997.13,-2462.0,107.528,-2363.34,-2007.38,-504.236,-1753.33,2210.36,579.174,-643.181,0.0033331,2400.0,1700.0
2500000,1628.8,-4894.68,9997.13,-2460.57,105.059,-2386.06,-6637.34,-254.438,-7792.27,3724.86,1324.09,2713.24,0.00327535,2500.0,1700.0
2600000,1654.44,-3597.48,9997.13,-2457.44,106.713,-2373.17,-1370.37,-4601.73,-4820.33,2395.93,-563.343,1281.66,0.00344972,2600.0,1700.0
2700000,1594.23,-1807.39,9997.13,-2462.07,102.829,-2370.52,2005.2,-6514.67,-912.708,139.131,2238.09,-1176.58,0.00342164,2700.0,1700.0
2800000,1729.84,-586.63,9997.13,-2459.9,111.576,-2351.99,-1708.21,3952.79,-4004.47,-169.921,949.047,1706.3,0.00349597,2800.0,1700.0
2900000,1654.52,-1359.89,9997.13,-2460.41,106.718,-2362.18,1440.95,-3000.27,-2520.36,-696.9,1033.83,1614.91,0.00339752,2900.0,1700.0
3000000,1675.49,-1672.92,9997.13,-2457.3,108.07,-2359.67,-4446.43,-2342.92,1770.59,3599.65,4332.25,-3821.9,0.00353212,3000.0,1700.0
