run,temp,visc
viscosity_Al0Cu200Zr300_dT50K_0/run/step_9,1550.0,0.00403256
viscosity_Al0Cu200Zr300_dT50K_0/run/step_34,300.0,4.11643
viscosity_Al0Cu200Zr300_dT50K_0/run/step_8,1600.0,0.00334345
viscosity_Al0Cu200Zr300_dT50K_0/run/step_12,1400.0,0.00429673
viscosity_Al0Cu200Zr300_dT50K_0/run/step_25,750.0,0.691734
viscosity_Al0Cu200Zr300_dT50K_0/run/step_32,400.0,3.01463
viscosity_Al0Cu200Zr300_dT50K_0/run/step_18,1100.0,0.0109949
viscosity_Al0Cu200Zr300_dT50K_0/run/step_16,1200.0,0.00851724
viscosity_Al0Cu200Zr300_dT50K_0/run/step_36,200.0,7.20915
viscosity_Al0Cu200Zr300_dT50K_0/run/step_35,250.0,5.317
viscosity_Al0Cu200Zr300_dT50K_0/run/step_26,700.0,0.98616
viscosity_Al0Cu200Zr300_dT50K_0/run/step_0,2000.0,0.00225634
viscosity_Al0Cu200Zr300_dT50K_0/run/step_2,1900.0,0.00246065
viscosity_Al0Cu200Zr300_dT50K_0/run/step_15,1250.0,0.00749112
viscosity_Al0Cu200Zr300_dT50K_0/run/step_4,1800.0,0.00273777
viscosity_Al0Cu200Zr300_dT50K_0/run/step_33,350.0,3.44445
viscosity_Al0Cu200Zr300_dT50K_0/run/step_17,1150.0,0.00799501
viscosity_Al0Cu200Zr300_dT50K_0/run/step_24,800.0,0.267795
viscosity_Al0Cu200Zr300_dT50K_0/run/step_6,1700.0,0.00332412
viscosity_Al0Cu200Zr300_dT50K_0/run/step_3,1850.0,0.00212223
viscosity_Al0Cu200Zr300_dT50K_0/run/step_22,900.0,0.0618035
viscosity_Al0Cu200Zr300_dT50K_1/run/step_7,1650.0,0.00338483
viscosity_Al0Cu200Zr300_dT50K_1/run/step_1,1950.0,0.0023275
viscosity_Al0Cu200Zr300_dT50K_1/run/step_29,550.0,0.360458
viscosity_Al0Cu200Zr300_dT50K_1/run/step_30,500.0,0.3923
viscosity_Al0Cu200Zr300_dT50K_1/run/step_13,1350.0,0.00568286
viscosity_Al0Cu200Zr300_dT50K_1/run/step_5,1750.0,0.00290305
viscosity_Al0Cu200Zr300_dT50K_1/run/step_11,1450.0,0.00507562
viscosity_Al0Cu200Zr300_dT50K_1/run/step_14,1300.0,0.00599221
viscosity_Al0Cu200Zr300_dT50K_1/run/step_37,150.0,1.19083
viscosity_Al0Cu200Zr300_dT50K_1/run/step_20,1000.0,0.017698
viscosity_Al0Cu200Zr300_dT50K_1/run/step_21,950.0,0.0284227
viscosity_Al0Cu200Zr300_dT50K_1/run/step_19,1050.0,0.0143841
viscosity_Al0Cu200Zr300_dT50K_1/run/step_38,100.0,1.60557
viscosity_Al0Cu200Zr300_dT50K_1/run/step_27,650.0,1.60499
viscosity_Al0Cu200Zr300_dT50K_1/run/step_31,450.0,0.437176
viscosity_Al0Cu200Zr300_dT50K_1/run/step_28,600.0,0.44365
viscosity_Al0Cu200Zr300_dT50K_1/run/step_10,1500.0,0.00357189
viscosity_Al0Cu200Zr300_dT50K_1/run/step_23,850.0,0.140943
viscosity_Al0Cu200Zr300_dT50K_1/run/step_9,1550.0,0.00376571
viscosity_Al0Cu200Zr300_dT50K_1/run/step_34,300.0,0.719248
viscosity_Al0Cu200Zr300_dT50K_1/run/step_8,1600.0,0.0034135
viscosity_Al0Cu200Zr300_dT50K_1/run/step_12,1400.0,0.00548744
viscosity_Al0Cu200Zr300_dT50K_1/run/step_25,750.0,0.822772
viscosity_Al0Cu200Zr300_dT50K_1/run/step_32,400.0,0.515353
viscosity_Al0Cu200Zr300_dT50K_1/run/step_18,1100.0,0.0121116
viscosity_Al0Cu200Zr300_dT50K_1/run/step_16,1200.0,0.00596416
viscosity_Al0Cu200Zr300_dT50K_1/run/step_36,200.0,1.00232
viscosity_Al0Cu200Zr300_dT50K_1/run/step_35,250.0,0.841141
viscosity_Al0Cu200Zr300_dT50K_1/run/step_26,700.0,0.816077
viscosity_Al0Cu200Zr300_dT50K_1/run/step_0,2000.0,0.00261585
viscosity_Al0Cu200Zr300_dT50K_1/run/step_2,1900.0,0.00273645
viscosity_Al0Cu200Zr300_dT50K_1/run/step_15,1250.0,0.00779487
viscosity_Al0Cu200Zr300_dT50K_1/run/step_4,1800.0,0.00325804
viscosity_Al0Cu200Zr300_dT50K_1/run/step_33,350.0,0.621909
viscosity_Al0Cu200Zr300_dT50K_1/run/step_17,1150.0,0.00789787
viscosity_Al0Cu200Zr300_dT50K_1/run/step_24,800.0,0.300284
viscosity_Al0Cu200Zr300_dT50K_1/run/step_6,1700.0,0.00348665
viscosity_Al0Cu200Zr300_dT50K_1/run/step_3,1850.0,0.00207555
viscosity_Al0Cu200Zr300_dT50K_1/run/step_22,900.0,0.0523533
viscosity_Cu250Zr250_dT50K_0/run/step_7,1650.0,0.00335917
viscosity_Cu250Zr250_dT50K_0/run/step_1,1950.0,0.00216454
viscosity_Cu250Zr250_dT50K_0/run/step_29,550.0,1.93795
viscosity_Cu250Zr250_dT50K_0/run/step_30,500.0,3.44054
viscosity_Cu250Zr250_dT50K_0/run/step_13,1350.0,0.00537642
viscosity_Cu250Zr250_dT50K_0/run/step_5,1750.0,0.00271622
viscosity_Cu250Zr250_dT50K_0/run/step_11,1450.0,0.00423036
viscosity_Cu250Zr250_dT50K_0/run/step_14,1300.0,0.00522474
viscosity_Cu250Zr250_dT50K_0/run/step_37,150.0,9.00393
viscosity_Cu250Zr250_dT50K_0/run/step_20,1000.0,0.018618
viscosity_Cu250Zr250_dT50K_0/run/step_21,950.0,0.0368717
viscosity_Cu250Zr250_dT50K_0/run/step_19,1050.0,0.015043
viscosity_Cu250Zr250_dT50K_0/run/step_38,100.0,13.859
viscosity_Cu250Zr250_dT50K_0/run/step_27,650.0,0.569759
viscosity_Cu250Zr250_dT50K_0/run/step_31,450.0,2.15352
viscosity_Cu250Zr250_dT50K_0/run/step_28,600.0,1.67068
viscosity_Cu250Zr250_dT50K_0/run/step_10,1500.0,0.00385697
viscosity_Cu250Zr250_dT50K_0/run/step_23,850.0,0.140538
viscosity_Cu250Zr250_dT50K_0/run/step_9,1550.0,0.00295438
viscosity_Cu250Zr250_dT50K_0/run/step_34,300.0,3.99924
viscosity_Cu250Zr250_dT50K_0/run/step_8,1600.0,0.00377206
viscosity_Cu250Zr250_dT50K_0/run/step_12,1400.0,0.00450543
viscosity_Cu250Zr250_dT50K_0/run/step_25,750.0,0.932065
viscosity_Cu250Zr250_dT50K_0/run/step_32,400.0,2.10869
viscosity_Cu250Zr250_dT50K_0/run/step_18,1100.0,0.0100621
viscosity_Cu250Zr250_dT50K_0/run/step_16,1200.0,0.00842734
viscosity_Cu250Zr250_dT50K_0/run/step_36,200.0,6.53194
viscosity_Cu250Zr250_dT50K_0/run/step_35,250.0,4.99039
viscosity_Cu250Zr250_dT50K_0/run/step_26,700.0,1.30927
viscosity_Cu250Zr250_dT50K_0/run/step_0,2000.0,0.00239991
viscosity_Cu250Zr250_dT50K_0/run/step_2,1900.0,0.00254465
viscosity_Cu250Zr250_dT50K_0/run/step_15,1250.0,0.00713778
viscosity_Cu250Zr250_dT50K_0/run/step_4,1800.0,0.00283948
viscosity_Cu250Zr250_dT50K_0/run/step_33,350.0,3.12678
viscosity_Cu250Zr250_dT50K_0/run/step_17,1150.0,0.00937471
viscosity_Cu250Zr250_dT50K_0/run/step_24,800.0,0.298954
viscosity_Cu250Zr250_dT50K_0/run/step_6,1700.0,0.00253927
viscosity_Cu250Zr250_dT50K_0/run/step_3,1850.0,0.00227786
viscosity_Cu250Zr250_dT50K_0/run/step_22,900.0,0.0441329
viscosity_Al35Cu225Zr240_dT50K_4/run/step_7,1650.0,0.00326021
viscosity_Al35Cu225Zr240_dT50K_4/run/step_1,1950.0,0.00329761
viscosity_Al35Cu225Zr240_dT50K_4/run/step_29,550.0,0.545987
viscosity_Al35Cu225Zr240_dT50K_4/run/step_30,500.0,1.6917
viscosity_Al35Cu225Zr240_dT50K_4/run/step_13,1350.0,0.00653093
viscosity_Al35Cu225Zr240_dT50K_4/run/step_5,1750.0,0.00313756
viscosity_Al35Cu225Zr240_dT50K_4/run/step_11,1450.0,0.00534105
viscosity_Al35Cu225Zr240_dT50K_4/run/step_14,1300.0,0.00753886
viscosity_Al35Cu225Zr240_dT50K_4/run/step_37,150.0,3.56231
viscosity_Al35Cu225Zr240_dT50K_4/run/step_20,1000.0,0.0398592
viscosity_Al35Cu225Zr240_dT50K_4/run/step_21,950.0,0.114224
viscosity_Al35Cu225Zr240_dT50K_4/run/step_19,1050.0,0.0241403
viscosity_Al35Cu225Zr240_dT50K_4/run/step_38,100.0,5.43969
viscosity_Al35Cu225Zr240_dT50K_4/run/step_27,650.0,1.3228
viscosity_Al35Cu225Zr240_dT50K_4/run/step_31,450.0,1.49644
viscosity_Al35Cu225Zr240_dT50K_4/run/step_28,600.0,3.84403
viscosity_Al35Cu225Zr240_dT50K_4/run/step_10,1500.0,0.00428881
viscosity_Al35Cu225Zr240_dT50K_4/run/step_23,850.0,0.67674
viscosity_Al35Cu225Zr240_dT50K_4/run/step_9,1550.0,0.00465728
viscosity_Al35Cu225Zr240_dT50K_4/run/step_34,300.0,1.65702
viscosity_Al35Cu225Zr240_dT50K_4/run/step_8,1600.0,0.00418082
viscosity_Al35Cu225Zr240_dT50K_4/run/step_12,1400.0,0.00478916
viscosity_Al35Cu225Zr240_dT50K_4/run/step_25,750.0,1.72321
viscosity_Al35Cu225Zr240_dT50K_4/run/step_32,400.0,2.58038
viscosity_Al35Cu225Zr240_dT50K_4/run/step_18,1100.0,0.0133419
viscosity_Al35Cu225Zr240_dT50K_4/run/step_16,1200.0,0.0125376
viscosity_Al35Cu225Zr240_dT50K_4/run/step_36,200.0,2.64031
viscosity_Al35Cu225Zr240_dT50K_4/run/step_35,250.0,2.03238
viscosity_Al35Cu225Zr240_dT50K_4/run/step_26,700.0,1.26167
viscosity_Al35Cu225Zr240_dT50K_4/run/step_0,2000.0,0.00202307
viscosity_Al35Cu225Zr240_dT50K_4/run/step_2,1900.0,0.00280463
viscosity_Al35Cu225Zr240_dT50K_4/run/step_15,1250.0,0.00695503
viscosity_Al35Cu225Zr240_dT50K_4/run/step_4,1800.0,0.00310584
viscosity_Al35Cu225Zr240_dT50K_4/run/step_33,350.0,1.22026
viscosity_Al35Cu225Zr240_dT50K_4/run/step_17,1150.0,0.0114986
viscosity_Al35Cu225Zr240_dT50K_4/run/step_24,800.0,1.13503
viscosity_Al35Cu225Zr240_dT50K_4/run/step_6,1700.0,0.00314282
viscosity_Al35Cu225Zr240_dT50K_4/run/step_3,1850.0,0.00309334
viscosity_Al35Cu225Zr240_dT50K_4/run/step_22,900.0,0.315259
viscosity_Al35Cu230Zr235_dT50K_3/run/step_7,1650.0,0.00328498
viscosity_Al35Cu230Zr235_dT50K_3/run/step_1,1950.0,0.00273505
viscosity_Al35Cu230Zr235_dT50K_3/run/step_29,550.0,5.31455
viscosity_Al35Cu230Zr235_dT50K_3/run/step_30,500.0,8.7283
viscosity_Al35Cu230Zr235_dT50K_3/run/step_13,1350.0,0.00706779
viscosity_Al35Cu230Zr235_dT50K_3/run/step_5,1750.0,0.00385296
viscosity_Al35Cu230Zr235_dT50K_3/run/step_11,1450.0,0.00543803
viscosity_Al35Cu230Zr235_dT50K_3/run/step_14,1300.0,0.00740396
viscosity_Al35Cu230Zr235_dT50K_3/run/step_37,150.0,28.707
viscosity_Al35Cu230Zr235_dT50K_3/run/step_20,1000.0,0.0318148
viscosity_Al35Cu230Zr235_dT50K_3/run/step_21,950.0,0.0878507
viscosity_Al35Cu230Zr235_dT50K_3/run/step_19,1050.0,0.030094
viscosity_Al35Cu230Zr235_dT50K_3/run/step_38,100.0,44.1953
viscosity_Al35Cu230Zr235_dT50K_3/run/step_27,650.0,1.94897
viscosity_Al35Cu230Zr235_dT50K_3/run/step_31,450.0,7.92475
viscosity_Al35Cu230Zr235_dT50K_3/run/step_28,600.0,3.43739
viscosity_Al35Cu230Zr235_dT50K_3/run/step_10,1500.0,0.00435945
viscosity_Al35Cu230Zr235_dT50K_3/run/step_23,850.0,0.825622
viscosity_Al35Cu230Zr235_dT50K_3/run/step_9,1550.0,0.00452654
viscosity_Al35Cu230Zr235_dT50K_3/run/step_34,300.0,11.8775
viscosity_Al35Cu230Zr235_dT50K_3/run/step_8,1600.0,0.0037415
viscosity_Al35Cu230Zr235_dT50K_3/run/step_12,1400.0,0.00432161
viscosity_Al35Cu230Zr235_dT50K_3/run/step_25,750.0,1.9619
viscosity_Al35Cu230Zr235_dT50K_3/run/step_32,400.0,7.68581
viscosity_Al35Cu230Zr235_dT50K_3/run/step_18,1100.0,0.0129353
viscosity_Al35Cu230Zr235_dT50K_3/run/step_16,1200.0,0.00919646
viscosity_Al35Cu230Zr235_dT50K_3/run/step_36,200.0,20.3761
viscosity_Al35Cu230Zr235_dT50K_3/run/step_35,250.0,15.3384
viscosity_Al35Cu230Zr235_dT50K_3/run/step_26,700.0,1.53707
viscosity_Al35Cu230Zr235_dT50K_3/run/step_0,2000.0,0.00262469
viscosity_Al35Cu230Zr235_dT50K_3/run/step_2,1900.0,0.00261131
viscosity_Al35Cu230Zr235_dT50K_3/run/step_15,1250.0,0.00802206
viscosity_Al35Cu230Zr235_dT50K_3/run/step_4,1800.0,0.00276325
viscosity_Al35Cu230Zr235_dT50K_3/run/step_33,350.0,9.94821
viscosity_Al35Cu230Zr235_dT50K_3/run/step_17,1150.0,0.00909444
viscosity_Al35Cu230Zr235_dT50K_3/run/step_24,800.0,1.19262
viscosity_Al35Cu230Zr235_dT50K_3/run/step_6,1700.0,0.00331971
viscosity_Al35Cu230Zr235_dT50K_3/run/step_3,1850.0,0.00316152
viscosity_Al35Cu230Zr235_dT50K_3/run/step_22,900.0,0.371278
viscosity_Ni400P100_dT50K_4/run/step_7,1650.0,0.00326278
viscosity_Ni400P100_dT50K_4/run/step_1,1950.0,0.00295182
viscosity_Ni400P100_dT50K_4/run/step_29,550.0,1.07468
viscosity_Ni400P100_dT50K_4/run/step_30,500.0,0.866474
viscosity_Ni400P100_dT50K_4/run/step_13,1350.0,0.00472612
viscosity_Ni400P100_dT50K_4/run/step_5,1750.0,0.00311057
viscosity_Ni400P100_dT50K_4/run/step_11,1450.0,0.00372971
viscosity_Ni400P100_dT50K_4/run/step_14,1300.0,0.00468187
viscosity_Ni400P100_dT50K_4/run/step_37,150.0,2.16745
viscosity_Ni400P100_dT50K_4/run/step_20,1000.0,0.00898322
viscosity_Ni400P100_dT50K_4/run/step_21,950.0,0.0107807
viscosity_Ni400P100_dT50K_4/run/step_19,1050.0,0.00842109
viscosity_Ni400P100_dT50K_4/run/step_38,100.0,3.47041
viscosity_Ni400P100_dT50K_4/run/step_27,650.0,0.453892
viscosity_Ni400P100_dT50K_4/run/step_31,450.0,2.30648
viscosity_Ni400P100_dT50K_4/run/step_28,600.0,0.970796
viscosity_Ni400P100_dT50K_4/run/step_10,1500.0,0.00480025
viscosity_Ni400P100_dT50K_4/run/step_23,850.0,0.0215168
viscosity_Ni400P100_dT50K_4/run/step_9,1550.0,0.00326062
viscosity_Ni400P100_dT50K_4/run/step_34,300.0,2.39355
viscosity_Ni400P100_dT50K_4/run/step_8,1600.0,0.00380918
viscosity_Ni400P100_dT50K_4/run/step_12,1400.0,0.00602622
viscosity_Ni400P100_dT50K_4/run/step_25,750.0,0.0458104
viscosity_Ni400P100_dT50K_4/run/step_32,400.0,2.61347
viscosity_Ni400P100_dT50K_4/run/step_18,1100.0,0.00797266
viscosity_Ni400P100_dT50K_4/run/step_16,1200.0,0.00461671
viscosity_Ni400P100_dT50K_4/run/step_36,200.0,1.5639
viscosity_Ni400P100_dT50K_4/run/step_35,250.0,1.31493
viscosity_Ni400P100_dT50K_4/run/step_26,700.0,0.130777
viscosity_Ni400P100_dT50K_4/run/step_0,2000.0,0.00258965
viscosity_Ni400P100_dT50K_4/run/step_2,1900.0,0.00253178
viscosity_Ni400P100_dT50K_4/run/step_15,1250.0,0.00367738
viscosity_Ni400P100_dT50K_4/run/step_4,1800.0,0.00308736
viscosity_Ni400P100_dT50K_4/run/step_33,350.0,3.32297
viscosity_Ni400P100_dT50K_4/run/step_17,1150.0,0.00604841
viscosity_Ni400P100_dT50K_4/run/step_24,800.0,0.0272545
viscosity_Ni400P100_dT50K_4/run/step_6,1700.0,0.00346091
viscosity_Ni400P100_dT50K_4/run/step_3,1850.0,0.00252181
viscosity_Ni400P100_dT50K_4/run/step_22,900.0,0.0139562
viscosity_Al35Cu230Zr235_dT50K_4/run/step_7,1650.0,0.00318101
viscosity_Al35Cu230Zr235_dT50K_4/run/step_1,1950.0,0.00252806
viscosity_Al35Cu230Zr235_dT50K_4/run/step_29,550.0,2.40017
viscosity_Al35Cu230Zr235_dT50K_4/run/step_30,500.0,2.58843
viscosity_Al35Cu230Zr235_dT50K_4/run/step_13,1350.0,0.00535129
viscosity_Al35Cu230Zr235_dT50K_4/run/step_5,1750.0,0.00344311
viscosity_Al35Cu230Zr235_dT50K_4/run/step_11,1450.0,0.00486835
viscosity_Al35Cu230Zr235_dT50K_4/run/step_14,1300.0,0.00645217
viscosity_Al35Cu230Zr235_dT50K_4/run/step_37,150.0,9.01149
viscosity_Al35Cu230Zr235_dT50K_4/run/step_20,1000.0,0.0303997
viscosity_Al35Cu230Zr235_dT50K_4/run/step_21,950.0,0.0992602
viscosity_Al35Cu230Zr235_dT50K_4/run/step_19,1050.0,0.0202509
viscosity_Al35Cu230Zr235_dT50K_4/run/step_38,100.0,16.5542
viscosity_Al35Cu230Zr235_dT50K_4/run/step_27,650.0,1.09778
viscosity_Al35Cu230Zr235_dT50K_4/run/step_31,450.0,2.99823
viscosity_Al35Cu230Zr235_dT50K_4/run/step_28,600.0,2.3531
viscosity_Al35Cu230Zr235_dT50K_4/run/step_10,1500.0,0.00471
viscosity_Al35Cu230Zr235_dT50K_4/run/step_23,850.0,1.81319
viscosity_Al35Cu230Zr235_dT50K_4/run/step_9,1550.0,0.00488058
viscosity_Al35Cu230Zr235_dT50K_4/run/step_34,300.0,4.8372
viscosity_Al35Cu230Zr235_dT50K_4/run/step_8,1600.0,0.00403399
viscosity_Al35Cu230Zr235_dT50K_4/run/step_12,1400.0,0.00564162
viscosity_Al35Cu230Zr235_dT50K_4/run/step_25,750.0,2.91645
viscosity_Al35Cu230Zr235_dT50K_4/run/step_32,400.0,3.50814
viscosity_Al35Cu230Zr235_dT50K_4/run/step_18,1100.0,0.0221365
viscosity_Al35Cu230Zr235_dT50K_4/run/step_16,1200.0,0.0110366
viscosity_Al35Cu230Zr235_dT50K_4/run/step_36,200.0,7.50811
viscosity_Al35Cu230Zr235_dT50K_4/run/step_35,250.0,5.74303
viscosity_Al35Cu230Zr235_dT50K_4/run/step_26,700.0,2.60835
viscosity_Al35Cu230Zr235_dT50K_4/run/step_0,2000.0,0.00236262
viscosity_Al35Cu230Zr235_dT50K_4/run/step_2,1900.0,0.00282371
viscosity_Al35Cu230Zr235_dT50K_4/run/step_15,1250.0,0.0069437
viscosity_Al35Cu230Zr235_dT50K_4/run/step_4,1800.0,0.00283289
viscosity_Al35Cu230Zr235_dT50K_4/run/step_33,350.0,4.011
viscosity_Al35Cu230Zr235_dT50K_4/run/step_17,1150.0,0.0111293
viscosity_Al35Cu230Zr235_dT50K_4/run/step_24,800.0,0.924375
viscosity_Al35Cu230Zr235_dT50K_4/run/step_6,1700.0,0.00340985
viscosity_Al35Cu230Zr235_dT50K_4/run/step_3,1850.0,0.00330588
viscosity_Al35Cu230Zr235_dT50K_4/run/step_22,900.0,0.253634
viscosity_Ni400P100_dT50K_3/run/step_7,1650.0,0.00385278
viscosity_Ni400P100_dT50K_3/run/step_1,1950.0,0.0035175
viscosity_Ni400P100_dT50K_3/run/step_29,550.0,4.60392
viscosity_Ni400P100_dT50K_3/run/step_30,500.0,2.29463
viscosity_Ni400P100_dT50K_3/run/step_13,1350.0,0.00512261
viscosity_Ni400P100_dT50K_3/run/step_5,1750.0,0.00346135
viscosity_Ni400P100_dT50K_3/run/step_11,1450.0,0.00328994
viscosity_Ni400P100_dT50K_3/run/step_14,1300.0,0.00441066
viscosity_Ni400P100_dT50K_3/run/step_37,150.0,5.19398
viscosity_Ni400P100_dT50K_3/run/step_20,1000.0,0.0105768
viscosity_Ni400P100_dT50K_3/run/step_21,950.0,0.0129686
viscosity_Ni400P100_dT50K_3/run/step_19,1050.0,0.00681017
viscosity_Ni400P100_dT50K_3/run/step_38,100.0,10.6873
viscosity_Ni400P100_dT50K_3/run/step_27,650.0,0.601397
viscosity_Ni400P100_dT50K_3/run/step_31,450.0,2.58033
viscosity_Ni400P100_dT50K_3/run/step_28,600.0,0.845293
viscosity_Ni400P100_dT50K_3/run/step_10,1500.0,0.003294
viscosity_Ni400P100_dT50K_3/run/step_23,850.0,0.0227354
viscosity_Ni400P100_dT50K_3/run/step_9,1550.0,0.00336691
viscosity_Ni400P100_dT50K_3/run/step_34,300.0,1.04074
viscosity_Ni400P100_dT50K_3/run/step_8,1600.0,0.00361246
viscosity_Ni400P100_dT50K_3/run/step_12,1400.0,0.00448206
viscosity_Ni400P100_dT50K_3/run/step_25,750.0,0.0469547
viscosity_Ni400P100_dT50K_3/run/step_32,400.0,0.739441
viscosity_Ni400P100_dT50K_3/run/step_18,1100.0,0.007867
viscosity_Ni400P100_dT50K_3/run/step_16,1200.0,0.00466261
viscosity_Ni400P100_dT50K_3/run/step_36,200.0,2.14345
viscosity_Ni400P100_dT50K_3/run/step_35,250.0,1.37712
viscosity_Ni400P100_dT50K_3/run/step_26,700.0,0.072208
viscosity_Ni400P100_dT50K_3/run/step_0,2000.0,0.00255401
viscosity_Ni400P100_dT50K_3/run/step_2,1900.0,0.00339715
viscosity_Ni400P100_dT50K_3/run/step_15,1250.0,0.00413443
viscosity_Ni400P100_dT50K_3/run/step_4,1800.0,0.00337299
viscosity_Ni400P100_dT50K_3/run/step_33,350.0,2.24435
viscosity_Ni400P100_dT50K_3/run/step_17,1150.0,0.00577014
viscosity_Ni400P100_dT50K_3/run/step_24,800.0,0.0285405
viscosity_Ni400P100_dT50K_3/run/step_6,1700.0,0.00343392
viscosity_Ni400P100_dT50K_3/run/step_3,1850.0,0.00329223
viscosity_Ni400P100_dT50K_3/run/step_22,900.0,0.0170464
viscosity_Ni400P100_dT50K_2/run/step_7,1650.0,0.00358285
viscosity_Ni400P100_dT50K_2/run/step_1,1950.0,0.00276003
viscosity_Ni400P100_dT50K_2/run/step_29,550.0,1.27187
viscosity_Ni400P100_dT50K_2/run/step_30,500.0,2.63583
viscosity_Ni400P100_dT50K_2/run/step_13,1350.0,0.00495427
viscosity_Ni400P100_dT50K_2/run/step_5,1750.0,0.00366209
viscosity_Ni400P100_dT50K_2/run/step_11,1450.0,0.00309245
viscosity_Ni400P100_dT50K_2/run/step_14,1300.0,0.00607525
viscosity_Ni400P100_dT50K_2/run/step_37,150.0,8.61506
viscosity_Ni400P100_dT50K_2/run/step_20,1000.0,0.00841871
viscosity_Ni400P100_dT50K_2/run/step_21,950.0,0.0107449
viscosity_Ni400P100_dT50K_2/run/step_19,1050.0,0.00792262
viscosity_Ni400P100_dT50K_2/run/step_38,100.0,12.7003
viscosity_Ni400P100_dT50K_2/run/step_27,650.0,0.354973
viscosity_Ni400P100_dT50K_2/run/step_31,450.0,3.19406
viscosity_Ni400P100_dT50K_2/run/step_28,600.0,0.794955
viscosity_Ni400P100_dT50K_2/run/step_10,1500.0,0.00347621
viscosity_Ni400P100_dT50K_2/run/step_23,850.0,0.0210921
viscosity_Ni400P100_dT50K_2/run/step_9,1550.0,0.003768
viscosity_Ni400P100_dT50K_2/run/step_34,300.0,4.77244
viscosity_Ni400P100_dT50K_2/run/step_8,1600.0,0.00401655
viscosity_Ni400P100_dT50K_2/run/step_12,1400.0,0.00387552
viscosity_Ni400P100_dT50K_2/run/step_25,750.0,0.0482795
viscosity_Ni400P100_dT50K_2/run/step_32,400.0,4.2574
viscosity_Ni400P100_dT50K_2/run/step_18,1100.0,0.00633951
viscosity_Ni400P100_dT50K_2/run/step_16,1200.0,0.00630053
viscosity_Ni400P100_dT50K_2/run/step_36,200.0,6.55049
viscosity_Ni400P100_dT50K_2/run/step_35,250.0,5.38182
viscosity_Ni400P100_dT50K_2/run/step_26,700.0,0.11305
viscosity_Ni400P100_dT50K_2/run/step_0,2000.0,0.00359946
viscosity_Ni400P100_dT50K_2/run/step_2,1900.0,0.00279801
viscosity_Ni400P100_dT50K_2/run/step_15,1250.0,0.0059709
viscosity_Ni400P100_dT50K_2/run/step_4,1800.0,0.0031152
viscosity_Ni400P100_dT50K_2/run/step_33,350.0,3.97729
viscosity_Ni400P100_dT50K_2/run/step_17,1150.0,0.00696147
viscosity_Ni400P100_dT50K_2/run/step_24,800.0,0.0316424
viscosity_Ni400P100_dT50K_2/run/step_6,1700.0,0.00322085
viscosity_Ni400P100_dT50K_2/run/step_3,1850.0,0.00266728
viscosity_Ni400P100_dT50K_2/run/step_22,900.0,0.014023
viscosity_Al35Cu225Zr240_dT50K_2/run/step_7,1650.0,0.0029771
viscosity_Al35Cu225Zr240_dT50K_2/run/step_1,1950.0,0.00323419
viscosity_Al35Cu225Zr240_dT50K_2/run/step_29,550.0,2.49873
viscosity_Al35Cu225Zr240_dT50K_2/run/step_30,500.0,2.18569
viscosity_Al35Cu225Zr240_dT50K_2/run/step_13,1350.0,0.00588295
viscosity_Al35Cu225Zr240_dT50K_2/run/step_5,1750.0,0.00346937
viscosity_Al35Cu225Zr240_dT50K_2/run/step_11,1450.0,0.00494184
viscosity_Al35Cu225Zr240_dT50K_2/run/step_14,1300.0,0.00713056
viscosity_Al35Cu225Zr240_dT50K_2/run/step_37,150.0,5.23337
viscosity_Al35Cu225Zr240_dT50K_2/run/step_20,1000.0,0.0396634
viscosity_Al35Cu225Zr240_dT50K_2/run/step_21,950.0,0.0876383
viscosity_Al35Cu225Zr240_dT50K_2/run/step_19,1050.0,0.0257305
viscosity_Al35Cu225Zr240_dT50K_2/run/step_38,100.0,8.66224
viscosity_Al35Cu225Zr240_dT50K_2/run/step_27,650.0,2.12686
viscosity_Al35Cu225Zr240_dT50K_2/run/step_31,450.0,2.20731
viscosity_Al35Cu225Zr240_dT50K_2/run/step_28,600.0,3.89855
viscosity_Al35Cu225Zr240_dT50K_2/run/step_10,1500.0,0.00515888
viscosity_Al35Cu225Zr240_dT50K_2/run/step_23,850.0,0.607721
viscosity_Al35Cu225Zr240_dT50K_2/run/step_9,1550.0,0.00459628
viscosity_Al35Cu225Zr240_dT50K_2/run/step_34,300.0,4.36736
viscosity_Al35Cu225Zr240_dT50K_2/run/step_8,1600.0,0.00422034
viscosity_Al35Cu225Zr240_dT50K_2/run/step_12,1400.0,0.00542483
viscosity_Al35Cu225Zr240_dT50K_2/run/step_25,750.0,0.888274
viscosity_Al35Cu225Zr240_dT50K_2/run/step_32,400.0,3.46543
viscosity_Al35Cu225Zr240_dT50K_2/run/step_18,1100.0,0.0185866
viscosity_Al35Cu225Zr240_dT50K_2/run/step_16,1200.0,0.0126986
viscosity_Al35Cu225Zr240_dT50K_2/run/step_36,200.0,3.69693
viscosity_Al35Cu225Zr240_dT50K_2/run/step_35,250.0,2.704
viscosity_Al35Cu225Zr240_dT50K_2/run/step_26,700.0,2.22078
viscosity_Al35Cu225Zr240_dT50K_2/run/step_0,2000.0,0.0024491
viscosity_Al35Cu225Zr240_dT50K_2/run/step_2,1900.0,0.00235103
viscosity_Al35Cu225Zr240_dT50K_2/run/step_15,1250.0,0.0081346
viscosity_Al35Cu225Zr240_dT50K_2/run/step_4,1800.0,0.00262863
